ID du problème,Description,État,Gravité,Estimation en points (story point),Chemin d’accès du projet,Genre d’emplacement,Chemin,Ligne,Colonne,ID d‘incident,Lien d'aide,Nom de l'assembly,Version de l'assembly,Clé publique d’assemblée,Extrait
NuGet.0002,La mise à niveau du package NuGet est recommandée,Active,Potential,1,SaveRestoreGUI.csproj,File,SaveRestoreGUI.csproj,,,System.Management 8.0.0,,,,,"System.Management, 8.0.0  Recommandation :  Remove System.Management, and replace with new package System.Management 10.0.9"
Project.0002,Le ou les frameworks cibles du projet doivent être modifiés,Active,Mandatory,1,SaveRestoreGUI.csproj,File,SaveRestoreGUI.csproj,,,,,,,,Infrastructure cible actuelle: net8.0-windows Infrastructure cible recommandé: net10.0-windows
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.HighDpiMode,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.HighDpiMode,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,F:System.Windows.Forms.HighDpiMode.SystemAware,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,M:System.Windows.Forms.Application.SetHighDpiMode(System.Windows.Forms.HighDpiMode),,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,25,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,25,12,M:System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(System.Boolean),,,,,global::System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,24,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.EnableVisualStyles();
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,obj\Debug\net8.0-windows\win-x64\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,24,12,M:System.Windows.Forms.Application.EnableVisualStyles,,,,,global::System.Windows.Forms.Application.EnableVisualStyles();
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,719,28,T:System.Windows.Forms.RichTextBox,,,,,rtbMigrationLog
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,718,23,T:System.Windows.Forms.Button,,,,,btnStartMigration
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,717,23,T:System.Windows.Forms.Button,,,,,btnMigrateDeselectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,716,23,T:System.Windows.Forms.Button,,,,,btnMigrateSelectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,715,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateSignatures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,714,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateOutlook
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,713,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateVideos
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,712,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateMusic
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,711,25,T:System.Windows.Forms.CheckBox,,,,,chkMigratePictures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,710,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateDownloads
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,709,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateDesktop
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,708,25,T:System.Windows.Forms.CheckBox,,,,,chkMigrateDocuments
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,707,25,T:System.Windows.Forms.GroupBox,,,,,groupBoxMigrationOptions
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,706,22,T:System.Windows.Forms.Label,,,,,lblMigrationInfo
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,705,24,T:System.Windows.Forms.ListBox,,,,,lstProfiles
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,704,22,T:System.Windows.Forms.Label,,,,,lblProfiles
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,703,23,T:System.Windows.Forms.Button,,,,,btnRefreshUSB
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,702,25,T:System.Windows.Forms.ComboBox,,,,,cmbUSBDrives
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,701,22,T:System.Windows.Forms.Label,,,,,lblUSBDrives
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,700,22,T:System.Windows.Forms.Panel,,,,,panelMigrationUSB
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,697,28,T:System.Windows.Forms.RichTextBox,,,,,rtbRestoreLog
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,696,23,T:System.Windows.Forms.Button,,,,,btnStartRestore
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,695,23,T:System.Windows.Forms.Button,,,,,btnRestoreDeselectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,694,23,T:System.Windows.Forms.Button,,,,,btnRestoreSelectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,693,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreWallpaper
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,692,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreEdgeFavorites
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,691,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreStickyNotes
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,690,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreSignatures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,689,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreOutlook
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,688,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreVideos
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,687,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreMusic
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,686,25,T:System.Windows.Forms.CheckBox,,,,,chkRestorePictures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,685,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreDownloads
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,684,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreDesktop
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,683,25,T:System.Windows.Forms.CheckBox,,,,,chkRestoreDocuments
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,682,25,T:System.Windows.Forms.GroupBox,,,,,groupBoxRestoreOptions
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,681,23,T:System.Windows.Forms.Button,,,,,btnBrowseRestore
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,680,24,T:System.Windows.Forms.TextBox,,,,,txtRestorePath
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,679,22,T:System.Windows.Forms.Label,,,,,lblRestorePath
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,678,22,T:System.Windows.Forms.Panel,,,,,panelRestauration
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,675,28,T:System.Windows.Forms.RichTextBox,,,,,rtbBackupLog
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,674,23,T:System.Windows.Forms.Button,,,,,btnCancelBackup
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,673,23,T:System.Windows.Forms.Button,,,,,btnStartBackup
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,672,23,T:System.Windows.Forms.Button,,,,,btnDeselectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,671,23,T:System.Windows.Forms.Button,,,,,btnSelectAll
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,670,25,T:System.Windows.Forms.CheckBox,,,,,chkNetworkDrives
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,669,25,T:System.Windows.Forms.CheckBox,,,,,chkWallpaper
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,668,25,T:System.Windows.Forms.CheckBox,,,,,chkEdgeFavorites
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,667,25,T:System.Windows.Forms.CheckBox,,,,,chkStickyNotes
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,666,25,T:System.Windows.Forms.CheckBox,,,,,chkSignatures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,665,25,T:System.Windows.Forms.CheckBox,,,,,chkOutlook
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,664,25,T:System.Windows.Forms.CheckBox,,,,,chkVideos
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,663,25,T:System.Windows.Forms.CheckBox,,,,,chkMusic
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,662,25,T:System.Windows.Forms.CheckBox,,,,,chkPictures
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,661,25,T:System.Windows.Forms.CheckBox,,,,,chkDownloads
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,660,25,T:System.Windows.Forms.CheckBox,,,,,chkDesktop
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,659,25,T:System.Windows.Forms.CheckBox,,,,,chkDocuments
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,658,25,T:System.Windows.Forms.GroupBox,,,,,groupBoxOptions
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,657,23,T:System.Windows.Forms.Button,,,,,btnBrowseBackup
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,656,24,T:System.Windows.Forms.TextBox,,,,,txtBackupPath
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,655,22,T:System.Windows.Forms.Label,,,,,lblBackupPath
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,654,22,T:System.Windows.Forms.Panel,,,,,panelSauvegarde
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,651,37,T:System.Windows.Forms.ToolStripProgressBar,,,,,progressBar
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,650,37,T:System.Windows.Forms.ToolStripStatusLabel,,,,,statusLabel
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,649,28,T:System.Windows.Forms.StatusStrip,,,,,statusStrip
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,648,24,T:System.Windows.Forms.TabPage,,,,,tabMigrationUSB
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,647,24,T:System.Windows.Forms.TabPage,,,,,tabRestauration
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,646,24,T:System.Windows.Forms.TabPage,,,,,tabSauvegarde
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,645,27,T:System.Windows.Forms.TabControl,,,,,tabControl
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,640,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.PerformLayout();
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,639,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,638,12,T:System.Windows.Forms.StatusStrip,,,,,this.statusStrip.PerformLayout();
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,638,12,M:System.Windows.Forms.Control.PerformLayout,,,,,this.statusStrip.PerformLayout();
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,637,12,T:System.Windows.Forms.StatusStrip,,,,,this.statusStrip.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,637,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.statusStrip.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,636,12,T:System.Windows.Forms.TabPage,,,,,this.tabMigrationUSB.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,636,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabMigrationUSB.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,635,12,T:System.Windows.Forms.TabPage,,,,,this.tabRestauration.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,635,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabRestauration.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,634,12,T:System.Windows.Forms.TabPage,,,,,this.tabSauvegarde.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,634,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabSauvegarde.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,633,12,T:System.Windows.Forms.TabControl,,,,,this.tabControl.ResumeLayout(false);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,633,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,this.tabControl.ResumeLayout(false);
Api.0002,Source incompatible avec la version .NET sélectionnée,Active,Potential,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,631,12,T:System.Drawing.Font,,,,,"this.Font = new Font(""Segoe UI"", 9F);"
Api.0002,Source incompatible avec la version .NET sélectionnée,Active,Potential,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,631,12,"M:System.Drawing.Font.#ctor(System.String,System.Single)",,,,,"this.Font = new Font(""Segoe UI"", 9F);"
Api.0002,Source incompatible avec la version .NET sélectionnée,Active,Potential,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,631,12,T:System.Drawing.Font,,,,,"this.Font = new Font(""Segoe UI"", 9F);"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,631,12,P:System.Windows.Forms.Control.Font,,,,,"this.Font = new Font(""Segoe UI"", 9F);"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,630,12,P:System.Windows.Forms.Form.Text,,,,,"this.Text = ""Save-Restore GUI - Sauvegarde et Restauration de Profil"";"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,629,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = FormStartPosition.CenterScreen;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,629,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = FormStartPosition.CenterScreen;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,629,12,F:System.Windows.Forms.FormStartPosition.CenterScreen,,,,,this.StartPosition = FormStartPosition.CenterScreen;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,629,12,T:System.Windows.Forms.FormStartPosition,,,,,this.StartPosition = FormStartPosition.CenterScreen;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,629,12,P:System.Windows.Forms.Form.StartPosition,,,,,this.StartPosition = FormStartPosition.CenterScreen;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,628,12,P:System.Windows.Forms.Control.Name,,,,,"this.Name = ""MainForm"";"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,627,12,P:System.Windows.Forms.Form.MinimumSize,,,,,"this.MinimumSize = new Size(920, 700);"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,626,12,T:System.Windows.Forms.StatusStrip,,,,,this.Controls.Add(this.statusStrip);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,626,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.statusStrip);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,626,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.statusStrip);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,626,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.statusStrip);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,625,12,T:System.Windows.Forms.TabControl,,,,,this.Controls.Add(this.tabControl);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,625,12,T:System.Windows.Forms.Control.ControlCollection,,,,,this.Controls.Add(this.tabControl);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,625,12,P:System.Windows.Forms.Control.Controls,,,,,this.Controls.Add(this.tabControl);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,625,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,this.Controls.Add(this.tabControl);
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,624,12,P:System.Windows.Forms.Form.ClientSize,,,,,"this.ClientSize = new Size(900, 650);"
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,623,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,623,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,623,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,this.AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binaire incompatible avec la version .NET sélectionnée,Active,Mandatory,1,SaveRestoreGUI.csproj,File,MainForm.Designer.cs,623,12,T:System.Windows.Forms.AutoScaleMode,,,,,this.AutoScaleMode = AutoScaleMode.Font;
